,filename,i1,j1
1070,output14_41_0,15,12
1071,output14_41_1,16,5
1072,output14_42_0,17,1
1073,output14_42_1,14,9
1074,output14_43_0,15,3
1075,output14_43_1,12,5
1076,output14_44_0,14,3
1077,output14_44_1,15,8
1078,output14_45_0,14,3
1079,output14_45_1,14,8
1080,output14_46_0,16,5
1081,output14_46_1,14,8
1082,output14_47_0,16,5
1083,output14_47_1,14,10
1084,output14_48_0,12,7
1085,output14_48_1,15,10
1086,output14_49_0,12,7
1087,output14_49_1,9,7
1088,output14_4_0,7,15
1089,output14_4_1,9,16
1090,output14_50_0,12,7
1091,output14_50_1,9,8
1092,output14_51_0,14,9
1093,output14_51_1,11,9
1094,output14_52_0,14,9
1095,output14_52_1,9,10
1096,output14_53_0,16,5
1097,output14_53_1,10,13
1098,output14_54_0,14,9
1099,output14_54_1,10,13
1100,output14_55_0,12,13
1101,output14_55_1,10,13
1102,output14_56_0,12,13
1103,output14_56_1,8,14
1104,output14_57_0,13,13
1105,output14_57_1,9,16
1106,output14_58_0,13,16
1107,output14_58_1,9,16
1108,output14_59_0,13,13
1109,output14_59_1,10,18
1110,output14_5_0,4,16
1111,output14_5_1,4,18
1112,output14_60_0,12,15
1113,output14_60_1,6,11
1114,output14_61_0,13,17
1115,output14_61_1,6,12
1116,output14_62_0,13,17
1117,output14_62_1,6,14
1118,output14_63_0,13,17
1119,output14_63_1,6,14
1120,output14_64_0,11,17
1121,output14_64_1,6,11
1122,output14_65_0,10,18
1123,output14_65_1,6,11
1124,output14_66_0,10,18
1125,output14_66_1,6,14
1126,output14_67_0,10,18
1127,output14_67_1,6,14
1128,output14_68_0,10,18
1129,output14_68_1,6,14
1130,output14_69_0,10,18
1131,output14_69_1,5,15
1132,output14_6_0,5,14
1133,output14_6_1,5,18
1134,output14_70_0,7,14
1135,output14_70_1,4,15
1136,output14_71_0,7,15
1137,output14_71_1,4,16
1138,output14_72_0,7,14
1139,output14_72_1,4,16
1140,output14_73_0,12,14
1141,output14_73_1,5,14
1142,output14_74_0,12,15
1143,output14_74_1,4,16
1144,output14_75_0,13,17
1145,output14_75_1,5,15
1146,output14_76_0,11,15
1147,output14_76_1,5,15
1148,output14_77_0,12,16
1149,output14_77_1,3,16
1150,output14_78_0,10,13
1151,output14_78_1,5,15
1152,output14_79_0,10,13
1153,output14_79_1,5,14
1154,output14_7_0,2,11
1155,output14_7_1,16,17
1156,output14_80_0,11,15
1157,output14_80_1,6,11
1158,output14_81_0,11,15
1159,output14_81_1,6,14
1160,output14_82_0,9,16
1161,output14_82_1,6,14
1162,output14_83_0,10,18
1163,output14_83_1,6,15
1164,output14_84_0,10,18
1165,output14_84_1,10,13
1166,output14_85_0,10,18
1167,output14_85_1,10,13
1168,output14_86_0,15,10
1169,output14_86_1,8,14
1170,output14_87_0,13,17
1171,output14_87_1,9,16
1172,output14_88_0,13,17
1173,output14_88_1,9,16
1174,output14_89_0,13,17
1175,output14_89_1,9,16
1176,output14_8_0,3,18
1177,output14_8_1,6,15
1178,output14_90_0,17,13
1179,output14_90_1,8,14
1180,output14_91_0,17,13
1181,output14_91_1,8,14
1182,output14_92_0,17,13
1183,output14_92_1,8,14
1184,output14_93_0,17,13
1185,output14_93_1,5,15
1186,output14_94_0,16,17
1187,output14_94_1,6,11
1188,output14_95_0,16,17
1189,output14_95_1,10,13
1190,output14_96_0,16,17
1191,output14_96_1,8,14
1192,output14_97_0,18,17
1193,output14_97_1,8,14
1194,output14_98_0,18,17
1195,output14_98_1,9,16
1196,output14_99_0,18,17
1197,output14_99_1,7,14
1198,output14_9_0,10,10
1199,output14_9_1,7,14
1200,output15_0_0,7,14
1201,output15_0_1,14,15
1202,output15_10_0,10,13
1203,output15_10_1,8,14
1204,output15_11_0,10,13
1205,output15_11_1,17,13
1206,output15_12_0,11,15
1207,output15_12_1,11,3
1208,output15_13_0,11,15
1209,output15_13_1,9,2
1210,output15_14_0,11,15
1211,output15_14_1,9,3
1212,output15_15_0,10,15
1213,output15_15_1,8,5
1214,output15_16_0,9,16
1215,output15_16_1,8,7
1216,output15_17_0,9,16
1217,output15_17_1,8,7
1218,output15_18_0,9,16
1219,output15_18_1,8,7
1220,output15_19_0,9,18
1221,output15_19_1,8,7
1222,output15_1_0,9,14
1223,output15_1_1,14,17
1224,output15_20_0,9,18
1225,output15_20_1,8,9
1226,output15_21_0,10,18
1227,output15_21_1,8,9
1228,output15_22_0,11,10
1229,output15_22_1,10,13
1230,output15_23_0,3,3
1231,output15_23_1,17,2
1232,output15_24_0,1,3
1233,output15_24_1,17,3
1234,output15_25_0,5,0
1235,output15_25_1,17,3
1236,output15_26_0,4,2
1237,output15_26_1,15,0
1238,output15_27_0,4,0
1239,output15_27_1,17,5
1240,output15_28_0,3,0
1241,output15_28_1,12,2
1242,output15_29_0,16,4
1243,output15_29_1,15,0
1244,output15_2_0,7,18
1245,output15_2_1,15,16
1246,output15_30_0,18,3
1247,output15_30_1,15,0
1248,output15_31_0,18,3
1249,output15_31_1,15,3
1250,output15_32_0,18,3
1251,output15_32_1,15,3
1252,output15_33_0,18,4
1253,output15_33_1,16,4
1254,output15_34_0,18,3
1255,output15_34_1,16,4
1256,output15_35_0,18,6
1257,output15_35_1,16,4
1258,output15_36_0,17,5
1259,output15_36_1,16,4
1260,output15_37_0,17,5
1261,output15_37_1,16,4
1262,output15_38_0,17,5
1263,output15_38_1,16,5
1264,output15_39_0,16,10
1265,output15_39_1,16,4
1266,output15_3_0,9,16
1267,output15_3_1,9,16
1268,output15_40_0,14,10
1269,output15_40_1,16,4
1270,output15_41_0,16,12
1271,output15_41_1,16,5
1272,output15_42_0,18,2
1273,output15_42_1,16,5
1274,output15_43_0,16,2
1275,output15_43_1,14,5
1276,output15_44_0,16,4
1277,output15_44_1,13,5
1278,output15_45_0,16,4
1279,output15_45_1,15,7
1280,output15_46_0,16,5
1281,output15_46_1,16,9
1282,output15_47_0,16,5
1283,output15_47_1,14,9
1284,output15_48_0,12,6
1285,output15_48_1,14,10
1286,output15_49_0,12,7
1287,output15_49_1,11,8
1288,output15_4_0,7,15
1289,output15_4_1,9,16
1290,output15_50_0,14,9
1291,output15_50_1,11,9
1292,output15_51_0,14,9
1293,output15_51_1,11,9
1294,output15_52_0,12,9
1295,output15_52_1,10,10
1296,output15_53_0,14,10
1297,output15_53_1,10,13
1298,output15_54_0,15,12
1299,output15_54_1,10,13
1300,output15_55_0,14,10
1301,output15_55_1,10,13
1302,output15_56_0,12,13
1303,output15_56_1,8,14
1304,output15_57_0,14,15
1305,output15_57_1,8,15
1306,output15_58_0,13,13
1307,output15_58_1,9,16
1308,output15_59_0,13,17
1309,output15_59_1,9,16
1310,output15_5_0,4,16
1311,output15_5_1,9,16
1312,output15_60_0,13,17
1313,output15_60_1,6,11
1314,output15_61_0,13,17
1315,output15_61_1,6,11
1316,output15_62_0,13,17
1317,output15_62_1,6,11
1318,output15_63_0,13,17
1319,output15_63_1,7,10
1320,output15_64_0,13,17
1321,output15_64_1,6,11
1322,output15_65_0,13,17
1323,output15_65_1,6,11
1324,output15_66_0,13,18
1325,output15_66_1,6,11
1326,output15_67_0,13,18
1327,output15_67_1,7,14
1328,output15_68_0,13,18
1329,output15_68_1,7,14
1330,output15_69_0,8,14
1331,output15_69_1,5,14
1332,output15_6_0,2,11
1333,output15_6_1,3,18
1334,output15_70_0,8,14
1335,output15_70_1,5,15
1336,output15_71_0,8,15
1337,output15_71_1,5,15
1338,output15_72_0,8,14
1339,output15_72_1,5,15
1340,output15_73_0,8,15
1341,output15_73_1,5,15
1342,output15_74_0,8,14
1343,output15_74_1,5,16
1344,output15_75_0,13,17
1345,output15_75_1,5,16
1346,output15_76_0,13,17
1347,output15_76_1,4,16
1348,output15_77_0,13,17
1349,output15_77_1,5,16
1350,output15_78_0,10,13
1351,output15_78_1,4,16
1352,output15_79_0,13,13
1353,output15_79_1,5,16
1354,output15_7_0,2,11
1355,output15_7_1,9,18
1356,output15_80_0,10,13
1357,output15_80_1,5,16
1358,output15_81_0,12,9
1359,output15_81_1,7,14
1360,output15_82_0,12,15
1361,output15_82_1,7,14
1362,output15_83_0,10,17
1363,output15_83_1,7,14
1364,output15_84_0,10,18
1365,output15_84_1,10,13
1366,output15_85_0,10,18
1367,output15_85_1,10,13
1368,output15_86_0,13,13
1369,output15_86_1,10,13
1370,output15_87_0,14,17
1371,output15_87_1,11,15
1372,output15_88_0,16,13
1373,output15_88_1,9,16
1374,output15_89_0,14,17
1375,output15_89_1,10,18
1376,output15_8_0,2,12
1377,output15_8_1,7,14
1378,output15_90_0,17,13
1379,output15_90_1,8,14
1380,output15_91_0,17,13
1381,output15_91_1,8,14
1382,output15_92_0,17,13
1383,output15_92_1,6,14
1384,output15_93_0,17,13
1385,output15_93_1,6,14
1386,output15_94_0,17,13
1387,output15_94_1,10,13
1388,output15_95_0,18,13
1389,output15_95_1,10,13
1390,output15_96_0,18,17
1391,output15_96_1,8,14
1392,output15_97_0,18,15
1393,output15_97_1,8,14
1394,output15_98_0,18,17
1395,output15_98_1,8,14
1396,output15_99_0,18,13
1397,output15_99_1,8,14
1398,output15_9_0,4,16
1399,output15_9_1,8,15
1400,output16_0_0,9,16
1401,output16_0_1,8,15
1402,output16_10_0,1,16
1403,output16_10_1,8,14
1404,output16_11_0,4,15
1405,output16_11_1,9,16
1406,output16_12_0,11,15
1407,output16_12_1,9,16
1408,output16_13_0,12,15
1409,output16_13_1,11,3
1410,output16_14_0,12,15
1411,output16_14_1,11,3
1412,output16_15_0,10,18
1413,output16_15_1,9,5
1414,output16_16_0,10,17
1415,output16_16_1,9,5
1416,output16_17_0,10,17
1417,output16_17_1,8,7
1418,output16_18_0,10,16
1419,output16_18_1,9,7
1420,output16_19_0,10,18
1421,output16_19_1,9,8
1422,output16_1_0,8,14
1423,output16_1_1,8,15
1424,output16_20_0,10,18
1425,output16_20_1,8,9
1426,output16_21_0,10,18
1427,output16_21_1,10,10
1428,output16_22_0,11,10
1429,output16_22_1,9,10
1430,output16_23_0,7,2
1431,output16_23_1,9,12
1432,output16_24_0,4,0
1433,output16_24_1,16,12
1434,output16_25_0,7,2
1435,output16_25_1,18,3
1436,output16_26_0,4,2
1437,output16_26_1,15,0
1438,output16_27_0,4,0
1439,output16_27_1,17,5
1440,output16_28_0,4,5
1441,output16_28_1,15,0
1442,output16_29_0,12,1
1443,output16_29_1,14,3
1444,output16_2_0,9,16
1445,output16_2_1,7,18
1446,output16_30_0,17,4
1447,output16_30_1,16,0
1448,output16_31_0,18,3
1449,output16_31_1,15,3
1450,output16_32_0,18,3
1451,output16_32_1,16,0
1452,output16_33_0,18,2
1453,output16_33_1,16,4
1454,output16_34_0,17,5
1455,output16_34_1,16,4
1456,output16_35_0,17,5
1457,output16_35_1,16,4
1458,output16_36_0,12,7
1459,output16_36_1,17,4
1460,output16_37_0,11,8
1461,output16_37_1,16,4
1462,output16_38_0,12,9
1463,output16_38_1,16,4
1464,output16_39_0,16,9
1465,output16_39_1,16,4
1466,output16_3_0,9,16
1467,output16_3_1,9,16
1468,output16_40_0,16,9
1469,output16_40_1,17,4
1470,output16_41_0,15,10
1471,output16_41_1,16,4
1472,output16_42_0,17,3
1473,output16_42_1,16,5
1474,output16_43_0,16,0
1475,output16_43_1,16,5
1476,output16_44_0,16,4
1477,output16_44_1,16,5
1478,output16_45_0,16,4
1479,output16_45_1,15,8
1480,output16_46_0,16,4
1481,output16_46_1,12,5
1482,output16_47_0,16,5
1483,output16_47_1,15,8
1484,output16_48_0,16,5
1485,output16_48_1,12,7
1486,output16_49_0,15,8
1487,output16_49_1,12,7
1488,output16_4_0,9,16
1489,output16_4_1,9,16
1490,output16_50_0,14,9
1491,output16_50_1,11,8
1492,output16_51_0,16,9
1493,output16_51_1,16,13
1494,output16_52_0,14,10
1495,output16_52_1,15,13
1496,output16_53_0,14,10
1497,output16_53_1,15,15
1498,output16_54_0,16,10
1499,output16_54_1,13,13
1500,output16_55_0,16,13
1501,output16_55_1,10,13
1502,output16_56_0,16,12
1503,output16_56_1,10,13
1504,output16_57_0,12,15
1505,output16_57_1,10,13
1506,output16_58_0,14,16
1507,output16_58_1,9,16
1508,output16_59_0,14,17
1509,output16_59_1,9,16
1510,output16_5_0,3,16
1511,output16_5_1,9,18
1512,output16_60_0,13,17
1513,output16_60_1,11,10
1514,output16_61_0,13,17
1515,output16_61_1,8,7
1516,output16_62_0,13,17
1517,output16_62_1,8,9
1518,output16_63_0,14,17
1519,output16_63_1,8,9
1520,output16_64_0,13,17
1521,output16_64_1,7,11
1522,output16_65_0,13,18
1523,output16_65_1,7,11
1524,output16_66_0,13,18
1525,output16_66_1,6,11
1526,output16_67_0,13,18
1527,output16_67_1,8,14
1528,output16_68_0,13,18
1529,output16_68_1,8,14
1530,output16_69_0,10,13
1531,output16_69_1,6,15
1532,output16_6_0,2,11
1533,output16_6_1,10,18
1534,output16_70_0,14,10
1535,output16_70_1,6,15
1536,output16_71_0,14,12
1537,output16_71_1,6,14
1538,output16_72_0,9,14
1539,output16_72_1,6,14
1540,output16_73_0,8,15
1541,output16_73_1,6,14
1542,output16_74_0,9,16
1543,output16_74_1,7,14
1544,output16_75_0,9,16
1545,output16_75_1,7,14
1546,output16_76_0,12,16
1547,output16_76_1,5,15
1548,output16_77_0,13,17
1549,output16_77_1,4,16
1550,output16_78_0,13,18
1551,output16_78_1,4,16
1552,output16_79_0,14,15
1553,output16_79_1,7,15
1554,output16_7_0,3,12
1555,output16_7_1,3,18
1556,output16_80_0,12,15
1557,output16_80_1,7,15
1558,output16_81_0,12,16
1559,output16_81_1,7,16
1560,output16_82_0,13,17
1561,output16_82_1,8,14
1562,output16_83_0,14,10
1563,output16_83_1,8,15
1564,output16_84_0,13,18
1565,output16_84_1,9,16
1566,output16_85_0,13,18
1567,output16_85_1,10,13
1568,output16_86_0,14,13
1569,output16_86_1,11,15
1570,output16_87_0,14,17
1571,output16_87_1,11,15
1572,output16_88_0,17,13
1573,output16_88_1,10,12
1574,output16_89_0,17,13
1575,output16_89_1,10,13
1576,output16_8_0,2,16
1577,output16_8_1,8,14
1578,output16_90_0,18,13
1579,output16_90_1,10,13
1580,output16_91_0,18,13
1581,output16_91_1,10,13
1582,output16_92_0,14,18
1583,output16_92_1,7,14
1584,output16_93_0,10,18
1585,output16_93_1,7,14
1586,output16_94_0,10,18
1587,output16_94_1,7,15
1588,output16_95_0,10,18
1589,output16_95_1,10,13
1590,output16_96_0,14,18
1591,output16_96_1,10,13
1592,output16_97_0,14,18
1593,output16_97_1,10,13
1594,output16_98_0,18,13
1595,output16_98_1,8,14
1596,output16_99_0,18,13
1597,output16_99_1,11,8
1598,output16_9_0,2,16
1599,output16_9_1,8,15
1600,output17_0_0,9,16
1601,output17_0_1,8,15
1602,output17_10_0,3,16
1603,output17_10_1,9,16
1604,output17_11_0,4,16
1605,output17_11_1,9,16
1606,output17_12_0,12,15
1607,output17_12_1,9,16
1608,output17_13_0,3,17
1609,output17_13_1,9,16
1610,output17_14_0,12,17
1611,output17_14_1,10,3
1612,output17_15_0,13,17
1613,output17_15_1,9,5
1614,output17_16_0,13,17
1615,output17_16_1,9,5
1616,output17_17_0,13,18
1617,output17_17_1,9,6
1618,output17_18_0,13,17
1619,output17_18_1,11,7
1620,output17_19_0,10,16
1621,output17_19_1,12,9
1622,output17_1_0,9,16
1623,output17_1_1,9,16
1624,output17_20_0,10,18
1625,output17_20_1,9,9
1626,output17_21_0,10,18
1627,output17_21_1,10,10
1628,output17_22_0,13,18
1629,output17_22_1,10,10
1630,output17_23_0,7,2
1631,output17_23_1,10,13
1632,output17_24_0,5,0
1633,output17_24_1,10,13
1634,output17_25_0,7,2
1635,output17_25_1,18,3
1636,output17_26_0,7,2
1637,output17_26_1,15,0
1638,output17_27_0,7,3
1639,output17_27_1,14,2
1640,output17_28_0,5,0
1641,output17_28_1,14,0
1642,output17_29_0,14,1
1643,output17_29_1,15,3
1644,output17_2_0,11,15
1645,output17_2_1,9,16
1646,output17_30_0,7,2
1647,output17_30_1,16,4
1648,output17_31_0,1,2
1649,output17_31_1,16,0
1650,output17_32_0,18,3
1651,output17_32_1,16,4
1652,output17_33_0,1,4
1653,output17_33_1,18,3
1654,output17_34_0,1,5
1655,output17_34_1,18,2
1656,output17_35_0,1,7
1657,output17_35_1,18,2
1658,output17_36_0,12,7
1659,output17_36_1,17,3
1660,output17_37_0,4,6
1661,output17_37_1,17,4
1662,output17_38_0,6,7
1663,output17_38_1,17,4
1664,output17_39_0,2,10
1665,output17_39_1,17,5
1666,output17_3_0,11,15
1667,output17_3_1,9,16
1668,output17_40_0,2,11
1669,output17_40_1,17,3
1670,output17_41_0,16,1
1671,output17_41_1,17,4
1672,output17_42_0,17,3
1673,output17_42_1,17,5
1674,output17_43_0,17,3
1675,output17_43_1,17,5
1676,output17_44_0,17,4
1677,output17_44_1,16,5
1678,output17_45_0,16,4
1679,output17_45_1,12,5
1680,output17_46_0,16,4
1681,output17_46_1,12,7
1682,output17_47_0,16,5
1683,output17_47_1,12,5
1684,output17_48_0,16,5
1685,output17_48_1,12,7
1686,output17_49_0,17,5
1687,output17_49_1,12,7
1688,output17_4_0,9,18
1689,output17_4_1,9,16
1690,output17_50_0,17,5
1691,output17_50_1,13,9
1692,output17_51_0,14,10
1693,output17_51_1,13,10
1694,output17_52_0,14,10
1695,output17_52_1,12,10
1696,output17_53_0,14,10
1697,output17_53_1,11,9
1698,output17_54_0,15,10
1699,output17_54_1,11,10
1700,output17_55_0,16,13
1701,output17_55_1,10,13
1702,output17_56_0,13,13
1703,output17_56_1,10,13
1704,output17_57_0,15,15
1705,output17_57_1,11,15
1706,output17_58_0,15,15
1707,output17_58_1,13,17
1708,output17_59_0,14,17
1709,output17_59_1,9,10
1710,output17_5_0,8,15
1711,output17_5_1,9,18
1712,output17_60_0,14,17
1713,output17_60_1,6,11
1714,output17_61_0,14,17
1715,output17_61_1,6,11
1716,output17_62_0,14,17
1717,output17_62_1,7,14
1718,output17_63_0,15,17
1719,output17_63_1,8,14
1720,output17_64_0,14,17
1721,output17_64_1,9,10
1722,output17_65_0,13,18
1723,output17_65_1,8,12
1724,output17_66_0,14,18
1725,output17_66_1,10,13
1726,output17_67_0,14,17
1727,output17_67_1,8,14
1728,output17_68_0,13,17
1729,output17_68_1,7,14
1730,output17_69_0,14,9
1731,output17_69_1,7,14
1732,output17_6_0,1,15
1733,output17_6_1,10,18
1734,output17_70_0,10,12
1735,output17_70_1,7,15
1736,output17_71_0,10,13
1737,output17_71_1,7,15
1738,output17_72_0,10,13
1739,output17_72_1,7,15
1740,output17_73_0,10,13
1741,output17_73_1,6,14
1742,output17_74_0,9,16
1743,output17_74_1,6,15
1744,output17_75_0,9,16
1745,output17_75_1,6,15
1746,output17_76_0,10,18
1747,output17_76_1,6,16
1748,output17_77_0,10,18
1749,output17_77_1,9,16
1750,output17_78_0,10,18
1751,output17_78_1,8,15
1752,output17_79_0,12,7
1753,output17_79_1,7,14
1754,output17_7_0,3,12
1755,output17_7_1,3,18
1756,output17_80_0,14,15
1757,output17_80_1,5,15
1758,output17_81_0,13,15
1759,output17_81_1,10,13
1760,output17_82_0,14,10
1761,output17_82_1,10,13
1762,output17_83_0,14,10
1763,output17_83_1,9,16
1764,output17_84_0,14,12
1765,output17_84_1,9,16
1766,output17_85_0,14,12
1767,output17_85_1,9,16
1768,output17_86_0,16,15
1769,output17_86_1,11,9
1770,output17_87_0,14,17
1771,output17_87_1,12,10
1772,output17_88_0,17,13
1773,output17_88_1,12,16
1774,output17_89_0,17,13
1775,output17_89_1,12,7
1776,output17_8_0,3,15
1777,output17_8_1,8,14
1778,output17_90_0,18,15
1779,output17_90_1,11,13
1780,output17_91_0,18,13
1781,output17_91_1,11,8
1782,output17_92_0,18,17
1783,output17_92_1,8,14
1784,output17_93_0,13,18
1785,output17_93_1,8,14
1786,output17_94_0,10,18
1787,output17_94_1,11,9
1788,output17_95_0,10,18
1789,output17_95_1,10,10
1790,output17_96_0,10,18
1791,output17_96_1,10,13
1792,output17_97_0,13,18
1793,output17_97_1,10,13
1794,output17_98_0,13,18
1795,output17_98_1,10,13
1796,output17_99_0,17,13
1797,output17_99_1,12,7
1798,output17_9_0,2,16
1799,output17_9_1,2,18
1800,output18_0_0,9,16
1801,output18_0_1,8,14
1802,output18_10_0,5,15
1803,output18_10_1,7,14
1804,output18_11_0,3,16
1805,output18_11_1,7,14
1806,output18_12_0,4,16
1807,output18_12_1,9,16
1808,output18_13_0,3,17
1809,output18_13_1,10,18
1810,output18_14_0,13,17
1811,output18_14_1,11,3
1812,output18_15_0,13,18
1813,output18_15_1,11,3
1814,output18_16_0,13,17
1815,output18_16_1,12,5
1816,output18_17_0,13,18
1817,output18_17_1,11,7
1818,output18_18_0,13,18
1819,output18_18_1,12,7
1820,output18_19_0,13,18
1821,output18_19_1,11,8
1822,output18_1_0,9,16
1823,output18_1_1,9,16
1824,output18_20_0,13,18
1825,output18_20_1,11,9
1826,output18_21_0,10,18
1827,output18_21_1,11,10
1828,output18_22_0,14,18
1829,output18_22_1,11,10
1830,output18_23_0,5,0
1831,output18_23_1,10,13
1832,output18_24_0,7,2
1833,output18_24_1,10,13
1834,output18_25_0,7,2
1835,output18_25_1,11,15
1836,output18_26_0,7,2
1837,output18_26_1,9,0
1838,output18_27_0,7,3
1839,output18_27_1,12,1
1840,output18_28_0,3,0
1841,output18_28_1,11,1
1842,output18_29_0,2,1
1843,output18_29_1,16,3
1844,output18_2_0,10,18
1845,output18_2_1,9,16
1846,output18_30_0,7,2
1847,output18_30_1,16,4
1848,output18_31_0,11,2
1849,output18_31_1,16,4
1850,output18_32_0,1,2
1851,output18_32_1,18,3
1852,output18_33_0,2,6
1853,output18_33_1,18,3
1854,output18_34_0,2,5
1855,output18_34_1,18,3
1856,output18_35_0,1,7
1857,output18_35_1,18,3
1858,output18_36_0,1,7
1859,output18_36_1,18,3
1860,output18_37_0,2,10
1861,output18_37_1,18,3
1862,output18_38_0,2,10
1863,output18_38_1,18,2
1864,output18_39_0,2,10
1865,output18_39_1,18,3
1866,output18_3_0,10,18
1867,output18_3_1,9,16
1868,output18_40_0,2,11
1869,output18_40_1,18,3
1870,output18_41_0,3,12
1871,output18_41_1,18,3
1872,output18_42_0,15,0
1873,output18_42_1,18,4
1874,output18_43_0,15,2
1875,output18_43_1,17,5
1876,output18_44_0,15,2
1877,output18_44_1,17,5
1878,output18_45_0,18,3
1879,output18_45_1,14,3
1880,output18_46_0,17,4
1881,output18_46_1,12,5
1882,output18_47_0,16,5
1883,output18_47_1,12,5
1884,output18_48_0,17,5
1885,output18_48_1,12,7
1886,output18_49_0,17,5
1887,output18_49_1,12,7
1888,output18_4_0,10,18
1889,output18_4_1,9,16
1890,output18_50_0,17,5
1891,output18_50_1,13,9
1892,output18_51_0,17,5
1893,output18_51_1,13,10
1894,output18_52_0,14,10
1895,output18_52_1,13,10
1896,output18_53_0,14,10
1897,output18_53_1,12,10
1898,output18_54_0,15,10
1899,output18_54_1,15,15
1900,output18_55_0,15,13
1901,output18_55_1,10,13
1902,output18_56_0,15,13
1903,output18_56_1,14,15
1904,output18_57_0,14,13
1905,output18_57_1,10,13
1906,output18_58_0,16,13
1907,output18_58_1,11,15
1908,output18_59_0,17,13
1909,output18_59_1,13,9
1910,output18_5_0,10,18
1911,output18_5_1,10,18
1912,output18_60_0,17,13
1913,output18_60_1,10,13
1914,output18_61_0,14,17
1915,output18_61_1,10,13
1916,output18_62_0,13,17
1917,output18_62_1,10,13
1918,output18_63_0,14,16
1919,output18_63_1,11,9
1920,output18_64_0,14,17
1921,output18_64_1,10,10
1922,output18_65_0,14,17
1923,output18_65_1,10,13
1924,output18_66_0,14,17
1925,output18_66_1,10,13
1926,output18_67_0,14,18
1927,output18_67_1,10,13
1928,output18_68_0,14,17
1929,output18_68_1,8,14
1930,output18_69_0,11,10
1931,output18_69_1,8,14
1932,output18_6_0,1,15
1933,output18_6_1,9,18
1934,output18_70_0,15,10
1935,output18_70_1,8,15
1936,output18_71_0,10,13
1937,output18_71_1,8,15
1938,output18_72_0,10,13
1939,output18_72_1,8,15
1940,output18_73_0,15,13
1941,output18_73_1,7,14
1942,output18_74_0,11,15
1943,output18_74_1,7,14
1944,output18_75_0,11,15
1945,output18_75_1,7,14
1946,output18_76_0,10,18
1947,output18_76_1,9,16
1948,output18_77_0,10,18
1949,output18_77_1,9,16
1950,output18_78_0,16,12
1951,output18_78_1,8,14
1952,output18_79_0,15,12
1953,output18_79_1,9,16
1954,output18_7_0,3,15
1955,output18_7_1,3,18
1956,output18_80_0,12,7
1957,output18_80_1,9,16
1958,output18_81_0,12,7
1959,output18_81_1,10,13
1960,output18_82_0,14,10
1961,output18_82_1,10,13
1962,output18_83_0,13,17
1963,output18_83_1,12,12
1964,output18_84_0,14,18
1965,output18_84_1,12,7
1966,output18_85_0,15,12
1967,output18_85_1,12,7
1968,output18_86_0,14,13
1969,output18_86_1,12,7
1970,output18_87_0,15,15
1971,output18_87_1,11,8
1972,output18_88_0,15,15
1973,output18_88_1,12,10
1974,output18_89_0,14,15
1975,output18_89_1,12,7
1976,output18_8_0,3,12
1977,output18_8_1,2,15
1978,output18_90_0,18,13
1979,output18_90_1,12,7
1980,output18_91_0,16,13
1981,output18_91_1,11,9
1982,output18_92_0,18,17
1983,output18_92_1,8,14
1984,output18_93_0,18,17
1985,output18_93_1,11,9
1986,output18_94_0,16,17
1987,output18_94_1,11,9
1988,output18_95_0,14,15
1989,output18_95_1,11,10
1990,output18_96_0,14,17
1991,output18_96_1,10,13
1992,output18_97_0,13,18
1993,output18_97_1,10,13
1994,output18_98_0,10,18
1995,output18_98_1,12,7
1996,output18_99_0,13,18
1997,output18_99_1,14,8
1998,output18_9_0,4,16
1999,output18_9_1,4,16
2000,output19_0_0,11,15
2001,output19_0_1,8,14
2002,output19_10_0,5,15
2003,output19_10_1,4,16
2004,output19_11_0,5,15
2005,output19_11_1,4,16
2006,output19_12_0,4,18
2007,output19_12_1,4,16
2008,output19_13_0,2,18
2009,output19_13_1,12,3
2010,output19_14_0,4,18
2011,output19_14_1,9,18
2012,output19_15_0,13,18
2013,output19_15_1,12,3
2014,output19_16_0,14,17
2015,output19_16_1,11,5
2016,output19_17_0,13,17
2017,output19_17_1,11,7
2018,output19_18_0,13,17
2019,output19_18_1,12,7
2020,output19_19_0,13,17
2021,output19_19_1,11,8
2022,output19_1_0,9,16
2023,output19_1_1,9,16
2024,output19_20_0,13,18
2025,output19_20_1,11,9
2026,output19_21_0,13,18
2027,output19_21_1,12,10
2028,output19_22_0,10,18
2029,output19_22_1,12,10
2030,output19_23_0,5,0
2031,output19_23_1,13,13
2032,output19_24_0,7,2
2033,output19_24_1,3,0
2034,output19_25_0,7,2
2035,output19_25_1,3,0
2036,output19_26_0,7,2
2037,output19_26_1,4,0
2038,output19_27_0,3,0
2039,output19_27_1,12,1
2040,output19_28_0,3,0
2041,output19_28_1,12,2
2042,output19_29_0,3,0
2043,output19_29_1,16,2
2044,output19_2_0,9,16
2045,output19_2_1,9,16
2046,output19_30_0,3,4
2047,output19_30_1,17,3
2048,output19_31_0,3,4
2049,output19_31_1,17,3
2050,output19_32_0,2,4
2051,output19_32_1,15,0
2052,output19_33_0,2,6
2053,output19_33_1,18,3
2054,output19_34_0,4,6
2055,output19_34_1,11,1
2056,output19_35_0,4,6
2057,output19_35_1,14,4
2058,output19_36_0,4,6
2059,output19_36_1,14,3
2060,output19_37_0,3,8
2061,output19_37_1,14,4
2062,output19_38_0,3,10
2063,output19_38_1,18,2
2064,output19_39_0,3,12
2065,output19_39_1,18,0
2066,output19_3_0,10,18
2067,output19_3_1,10,16
2068,output19_40_0,3,12
